Timestamp,Pod1,Pod2,Pod3,Pod4,Pod5,Pod6,Pod7,Pod8
2025-05-16 14:04:23.362,-2,-1,0,-3,-2,-8,-6,-2
2025-05-16 14:04:23.376,-2,-1,0,-3,-2,-8,-6,-2
2025-05-16 14:04:23.390,-1,-2,-1,1,0,2,-3,-1
2025-05-16 14:04:23.403,0,0,0,-5,-3,-5,2,-2
2025-05-16 14:04:23.417,-1,-1,-1,-2,-1,-1,-5,-2
2025-05-16 14:04:23.431,-1,-1,-1,6,1,6,8,0
2025-05-16 14:04:23.446,-1,1,1,-3,-2,0,0,-2
2025-05-16 14:04:23.459,2,0,3,-1,0,2,2,3
2025-05-16 14:04:23.473,2,0,3,-1,0,2,2,3
2025-05-16 14:04:23.487,2,0,3,-1,0,2,2,3
2025-05-16 14:04:23.501,0,0,5,15,-1,-2,9,-2
2025-05-16 14:04:23.515,0,-2,-1,-2,-2,-6,0,0
2025-05-16 14:04:23.529,0,-2,-1,-2,-2,-6,0,0
2025-05-16 14:04:23.543,0,-2,-1,-2,-2,-6,0,0
2025-05-16 14:04:23.556,-1,0,0,0,1,3,1,1
2025-05-16 14:04:23.575,-1,0,0,0,1,3,1,1
2025-05-16 14:04:23.585,-1,-2,-2,-5,-2,-1,-6,0
2025-05-16 14:04:23.598,-1,-1,-2,2,0,0,1,-1
2025-05-16 14:04:23.612,-1,-1,-2,2,0,0,1,-1
2025-05-16 14:04:23.625,-1,-2,-1,-2,-3,-4,5,-2
2025-05-16 14:04:23.639,-1,-2,-2,-2,-1,3,7,0
2025-05-16 14:04:23.654,-1,-3,-2,-10,-2,1,-3,-4
2025-05-16 14:04:23.668,-1,0,0,6,-1,-1,3,0
2025-05-16 14:04:23.681,-1,0,0,6,-1,-1,3,0
2025-05-16 14:04:23.693,-1,-1,0,4,-1,2,-2,0
2025-05-16 14:04:23.703,-1,-1,0,4,-1,2,-2,0
2025-05-16 14:04:23.717,-1,-2,0,-3,1,0,5,0
2025-05-16 14:04:23.730,-1,-2,0,-3,1,0,5,0
2025-05-16 14:04:23.744,-1,-2,0,-3,1,0,5,0
2025-05-16 14:04:23.757,0,1,-2,2,-2,-2,5,0
2025-05-16 14:04:23.772,-2,-1,2,-6,-5,-9,-8,-3
2025-05-16 14:04:23.794,-1,2,-2,0,0,0,0,-1
2025-05-16 14:04:23.807,-1,0,-1,-1,-1,0,0,0
2025-05-16 14:04:23.817,0,1,-1,-3,0,7,6,0
2025-05-16 14:04:23.832,0,1,-1,-3,0,7,6,0
2025-05-16 14:04:23.844,-1,0,3,5,-1,-12,-14,-3
2025-05-16 14:04:23.859,-1,0,3,5,-1,-12,-14,-3
2025-05-16 14:04:23.872,-1,-2,-1,-4,-1,5,-3,1
2025-05-16 14:04:23.886,0,0,1,5,1,3,-1,-1
2025-05-16 14:04:23.900,0,-1,-1,-1,-1,-8,0,-1
2025-05-16 14:04:23.914,0,-1,-1,-1,-1,-8,0,-1
2025-05-16 14:04:23.928,-2,-3,-3,-6,0,9,11,-2
2025-05-16 14:04:23.942,-2,-3,-3,2,-2,1,-3,-1
2025-05-16 14:04:23.956,-2,-3,-3,2,-2,1,-3,-1
2025-05-16 14:04:23.970,-1,-2,-1,-4,-4,-6,3,0
2025-05-16 14:04:23.984,-1,-2,-1,-4,-4,-6,3,0
2025-05-16 14:04:23.997,0,0,1,7,3,2,1,1
2025-05-16 14:04:24.011,0,-1,-1,-3,-2,-7,-3,-1
2025-05-16 14:04:24.026,-1,-2,-2,-2,-1,6,-22,-5
2025-05-16 14:04:24.039,0,0,1,-8,-1,6,6,-1
2025-05-16 14:04:24.054,0,0,1,-8,-1,6,6,-1
2025-05-16 14:04:24.067,1,-1,-2,4,1,-6,2,-1
2025-05-16 14:04:24.081,-1,-1,-1,-2,-4,-1,-12,0
